
message,label
Please let me know if you need any help with the research study.,0
I have sent you the files. Please check your email.,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Just wanted to say thank you for your help earlier.,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Free cruise trip for our first 100 followers! Claim yours now.,1
Don’t forget to submit the homework by by Friday.,0
Get rich quick! DM us for our secret trading tips.,1
Don’t forget to submit the homework by next Monday.,0
Congratulations! You have won a vacation package! Reply WIN to 22641 now!,1
Great job on the assignment today!,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
"Hey Sarah, are we meeting at 1:00 PM tomorrow?",0
Free laptop for our first 100 followers! Claim yours now.,1
Can you pick up some groceries on your way home?,0
Good luck on your science test. You’ve got this!,0
Get rich quick! DM us for our secret trading tips.,1
Your tax refund is pending. Submit your information here to receive it.,1
Free iPhone for our first 100 followers! Claim yours now.,1
You have been selected for a free iPhone! Reply YES to claim now.,1
Congratulations! You have won a car! Reply WIN to 72797 now!,1
Congratulations on your promotion! We are proud of you.,0
Looking forward to seeing you at the webinar.,0
"Hey Sophia, are we meeting at 11:00 AM tomorrow?",0
Win a brand new tablet! Reply WIN to enter the lucky draw.,1
Thanks for your assistance with the analysis.,0
URGENT! Your mobile number has been selected to win shopping voucher. Call 29972 now!,1
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Great job on the report today!,0
Please send me the notes from the meeting.,0
Please review the attached proposal and let me know your feedback.,0
Don’t forget to water the plants today.,0
Can you send me the presentation by next Monday?,0
I can’t wait to see you!,0
Get thousands of followers overnight! DM us for details.,1
Thanks for your assistance with the report.,0
I will call you later this afternoon.,0
I’ll be there in 7:00 PM.,0
I will call you later this afternoon.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
URGENT! Your mobile number has been selected to win shopping voucher. Call 25963 now!,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
Get thousands of followers overnight! DM us for details.,1
Your tax refund is pending. Submit your information here to receive it.,1
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Don’t forget to water the plants today.,0
Don’t forget to submit the homework by next Monday.,0
Free cruise trip for our first 100 followers! Claim yours now.,1
Can you send me the presentation by next Monday?,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Congratulations! You have been selected to win a luxury vacation to Paris. Respond with YES to confirm.,1
Please let me know if you need any help with the rebranding effort.,0
See you at the party this morning!,0
Congratulations on your new baby!,0
Did you watch the game last night? It was thrilling!,0
Please confirm your attendance for the webinar.,0
Looking forward to seeing you at the birthday party.,0
I will be late to the office today. Stuck in traffic.,0
Please let me know if you need any help with the research study.,0
My flight has been delayed. I will keep you updated.,0
Confirm your account information to avoid service interruption. Click here to verify.,1
I’ll drop by your office at 8:00 AM.,0
Join our giveaway for a chance to win a cruise trip! Like and share this post.,1
Please let me know if you need any help with the software development project.,0
Your tax refund is pending. Submit your information here to receive it.,1
The concert last night was amazing. Had a great time!,0
"Happy birthday, Anna! Hope you have a wonderful day.",0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Join our pyramid scheme and get rich quick! DM for details.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Thanks for your assistance with the task.,0
URGENT! Your mobile number has been selected to win vacation package. Call 33541 now!,1
Win a brand new tablet! Reply WIN to enter the lucky draw.,1
Win a free smartwatch! Follow our page and tag two friends to enter.,1
Win a free car! Follow our page and tag two friends to enter.,1
See you at the party this evening!,0
Looking forward to our vacation next week!,0
See you at the party this morning!,0
Looking forward to seeing you at the team building event.,0
Are you free this weekend? Let’s plan a trip.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
The concert last night was amazing. Had a great time!,0
Can you send me the proposal by tomorrow?,0
The meeting has been moved to 1:00 PM.,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
"Want to make $10,000 per month from home? Send us a message!",1
"Happy birthday, Michael! Hope you have a wonderful day.",0
Get 0% interest on personal loans today! Apply now.,1
Looking forward to our vacation next month!,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
I have sent you the files. Please check your email.,0
Get thousands of followers overnight! DM us for details.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
"Turn $100 into $10,000 overnight! DM for details!",1
Join our pyramid scheme and get rich quick! DM for details.,1
Join our giveaway for a chance to win a iPhone! Like and share this post.,1
Get the latest fashion accessories at 80% off! Shop now!,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Congratulations! You have won a vacation package! Text CONFIRM to 36230 now!,1
My flight has been delayed. I will keep you updated.,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Congratulations! You have been selected to win a luxury vacation to Bali. Respond with YES to confirm.,1
Low interest rates available for a limited time! Apply for a loan today.,1
Good luck on your math exam. You’ve got this!,0
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Did you watch the game last night? It was thrilling!,0
Can you send me the budget plan by by Friday?,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
We found a package addressed to you. Click here to confirm your shipping details.,1
Join our pyramid scheme and get rich quick! DM for details.,1
Get rich quick! DM us for our secret trading tips.,1
Get rich quick! DM us for our secret trading tips.,1
I finished reading the book you recommended. It was excellent!,0
Lunch was great yesterday! Let’s do it again sometime.,0
"Hey John, are we meeting at 9:00 AM tomorrow?",0
Let’s meet for dinner at 8:00 AM tonight.,0
Get 0% interest on personal loans today! Apply now.,1
Let’s meet for dinner at 8:00 AM tonight.,0
My flight has been delayed. I will keep you updated.,0
Join our pyramid scheme and get rich quick! DM for details.,1
I will call you later this afternoon.,0
Congratulations! You have won a PlayStation! Text YES to 68866 now!,1
Let’s schedule a call to discuss the details of the software development project.,0
Please send me the notes from the meeting.,0
Don’t forget to submit the research paper by next Monday.,0
Did you watch the game last night? It was thrilling!,0
Congratulations! You have won a car. Click here to claim your reward.,1
You have been selected for a free cruise trip! Reply YES to claim now.,1
We detected unusual activity on your account. Please update your security information immediately.,1
Get thousands of followers overnight! DM us for details.,1
The concert last night was amazing. Had a great time!,0
I’m so proud of you for getting the graduation.,0
We should catch up over coffee sometime soon.,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Confirm your account information to avoid service interruption. Click here to verify.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
See you at the party this morning!,0
Win a brand new tablet! Reply WIN to enter the lucky draw.,1
Please review the attached budget plan and let me know your feedback.,0
The meeting has been moved to 8:00 AM.,0
Please review the attached budget plan and let me know your feedback.,0
I have sent you the files. Please check your email.,0
See you at the party this morning!,0
Lunch was great yesterday! Let’s do it again sometime.,0
Want free samples? Follow us and share this post to claim.,1
I will be late to the office today. Stuck in traffic.,0
Don’t forget to water the plants today.,0
Free gym membership for our first 100 followers! Claim yours now.,1
I finished reading the book you recommended. It was excellent!,0
You have been selected to receive a free vacation package. Respond now to claim.,1
See you at the party this afternoon!,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Free vacation package for our first 100 followers! Claim yours now.,1
I can’t wait to see you!,0
Exclusive deal! Buy one get one free on our tablet. Limited time offer.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Congratulations! You have won a vacation package! Reply START to 14321 now!,1
"Want to make $10,000 per month from home? Send us a message!",1
I finished reading the book you recommended. It was excellent!,0
Congratulations on your new baby!,0
I can’t wait to see you!,0
Let’s meet for dinner at 7:00 PM tonight.,0
"Hey Alex, are we meeting at 5:30 PM tomorrow?",0
My flight has been delayed. I will keep you updated.,0
Did you watch the game last night? It was thrilling!,0
I’ll be there in 11:00 AM.,0
Please confirm your attendance for the birthday party.,0
Don’t forget to submit the presentation by by Friday.,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Don’t forget to submit the presentation by this afternoon.,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Let’s meet for dinner at 6:00 PM tonight.,0
Low interest rates available for a limited time! Apply for a loan today.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
URGENT! Your mobile number has been selected to win gym membership. Call 22558 now!,1
You have been selected to receive a free smartwatch. Respond now to claim.,1
Are you free this weekend? Let’s plan a trip.,0
Please let me know if you need any help with the software development project.,0
Don’t forget to water the plants today.,0
Join our pyramid scheme and get rich quick! DM for details.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
You have been chosen to receive a free gift card worth $500. Click here to claim!,1
Please review the attached budget plan and let me know your feedback.,0
Congratulations! You have won a car! Text GO to 45040 now!,1
Let’s meet for dinner at 3:00 PM tonight.,0
See you at the party this evening!,0
Congratulations! You have won a laptop! Reply WIN to 87149 now!,1
"Hey Emily, are we meeting at 7:00 PM tomorrow?",0
Please let me know if you have any questions about the rebranding effort.,0
Congratulations! You have been selected to win a luxury vacation to Dubai. Respond with YES to confirm.,1
See you at the party this afternoon!,0
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Can you send me the budget plan by end of day?,0
Just wanted to say thank you for your help earlier.,0
You have been selected to receive a free PlayStation. Respond now to claim.,1
You have been selected for a free smartwatch! Reply YES to claim now.,1
Great job on the analysis today!,0
I can’t wait to see you!,0
I’ll drop by your office at 7:00 PM.,0
I’m so proud of you for getting the promotion.,0
Join our pyramid scheme and get rich quick! DM for details.,1
Join our giveaway for a chance to win a cruise trip! Like and share this post.,1
Congratulations! You have won a gift card worth $500! Reply WIN to 88946 now!,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
See you at the party this morning!,0
Please let me know if you need any help with the research study.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Thanks for your assistance with the task.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Let’s meet for dinner at 9:00 AM tonight.,0
Transform your life with our miracle supplement. Click the link to learn more.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
URGENT! Your mobile number has been selected to win cruise trip. Call 57499 now!,1
Let’s go for a walk this afternoon. The weather is nice.,0
Looking forward to seeing you at the conference.,0
Your tax refund is pending. Submit your information here to receive it.,1
I finished reading the book you recommended. It was excellent!,0
You have been chosen to receive a free PlayStation. Click here to claim!,1
Looking forward to our vacation next month!,0
We detected unusual activity on your account. Please update your security information immediately.,1
Don’t forget to submit the project report by end of day.,0
Don’t forget to water the plants today.,0
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
Your tax refund is pending. Submit your information here to receive it.,1
I finished reading the book you recommended. It was excellent!,0
Don’t forget to water the plants today.,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Don’t forget about our meeting on next Tuesday.,0
You have been selected to receive a free gift card worth $500. Respond now to claim.,1
Please let me know if you need any help with the research study.,0
Please send me the notes from the meeting.,0
Can you send me the report by end of day?,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Congratulations! You have been selected to win a luxury vacation to Bahamas. Respond with YES to confirm.,1
"Want to make $10,000 per month from home? Send us a message!",1
I’ll drop by your office at 1:00 PM.,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
Please review the attached report and let me know your feedback.,0
The meeting has been moved to 2:00 PM.,0
Congratulations! You have been selected to win a luxury vacation to Dubai. Respond with YES to confirm.,1
Congratulations on your new baby!,0
Join our giveaway for a chance to win a smartwatch! Like and share this post.,1
Win a free smartwatch! Follow our page and tag two friends to enter.,1
I’ll drop by your office at 2:00 PM.,0
Join our pyramid scheme and get rich quick! DM for details.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Can you pick up some groceries on your way home?,0
Congratulations! You have won a shopping voucher. Click here to claim your reward.,1
"Happy birthday, Lisa! Hope you have a wonderful day.",0
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Just wanted to say thank you for your help earlier.,0
URGENT! Your mobile number has been selected to win laptop. Call 78603 now!,1
"Want to make $10,000 per month from home? Send us a message!",1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
We detected unusual activity on your account. Please update your security information immediately.,1
We should catch up over coffee sometime soon.,0
"Want to make $10,000 per month from home? Send us a message!",1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
You have been selected for a free vacation package! Reply YES to claim now.,1
Let’s meet for dinner at 5:30 PM tonight.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Congratulations! You have won a laptop! Reply WIN to 10237 now!,1
Thanks for your assistance with the analysis.,0
"Happy birthday, John! Hope you have a wonderful day.",0
I’m so proud of you for getting the award.,0
Looking forward to seeing you at the birthday party.,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
We should catch up over coffee sometime soon.,0
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
I’ll be there in 6:00 PM.,0
Looking forward to seeing you at the webinar.,0
I will be late to the office today. Stuck in traffic.,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Good luck on your final exam. You’ve got this!,0
Please send me the notes from the meeting.,0
Let’s go for a walk this morning. The weather is nice.,0
Did you watch the game last night? It was thrilling!,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Low interest rates available for a limited time! Apply for a loan today.,1
Win a free laptop! Follow our page and tag two friends to enter.,1
Congratulations on your graduation! We are proud of you.,0
Looking forward to seeing you at the workshop.,0
Can you send me the proposal by this afternoon?,0
The concert last night was amazing. Had a great time!,0
We found a package addressed to you. Click here to confirm your shipping details.,1
Just wanted to say thank you for your help earlier.,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Thanks for your assistance with the assignment.,0
Your tax refund is pending. Submit your information here to receive it.,1
You have been chosen to receive a free smartwatch. Click here to claim!,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Please review the attached proposal and let me know your feedback.,0
You have been selected for a free cruise trip! Reply YES to claim now.,1
URGENT! Your mobile number has been selected to win shopping voucher. Call 70586 now!,1
Get rich quick! DM us for our secret trading tips.,1
I will be late to the office today. Stuck in traffic.,0
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Win a free gift card worth $500! Follow our page and tag two friends to enter.,1
Looking forward to our vacation next month!,0
Free vacation package for our first 100 followers! Claim yours now.,1
URGENT! Your mobile number has been selected to win laptop. Call 42552 now!,1
Please review the attached presentation and let me know your feedback.,0
Did you watch the game last night? It was thrilling!,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Did you watch the game last night? It was thrilling!,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Looking forward to seeing you at the birthday party.,0
My flight has been delayed. I will keep you updated.,0
Great job on the assignment today!,0
I can’t wait to see you!,0
Good luck on your final exam. You’ve got this!,0
"Turn $100 into $10,000 overnight! DM for details!",1
Want free samples? Follow us and share this post to claim.,1
Get thousands of followers overnight! DM us for details.,1
Thank you for your quick response.,0
I finished reading the book you recommended. It was excellent!,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Congratulations! You have won a vacation package! Reply OK to 12712 now!,1
"Happy birthday, Sarah! Hope you have a wonderful day.",0
Join our pyramid scheme and get rich quick! DM for details.,1
Please let me know if you have any questions about the new product launch.,0
Don’t forget to submit the presentation by tomorrow.,0
The meeting has been moved to 6:00 PM.,0
I will call you later this afternoon.,0
Lunch was great yesterday! Let’s do it again sometime.,0
Don’t forget to submit the project report by tonight.,0
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
I have sent you the files. Please check your email.,0
Exclusive deal! Buy one get one free on our smartphone. Limited time offer.,1
Want free samples? Follow us and share this post to claim.,1
Please let me know if you have any questions about the software development project.,0
Congratulations! You have won a vacation package. Click here to claim your reward.,1
URGENT! Your mobile number has been selected to win gift card worth $500. Call 44437 now!,1
Can you send me the presentation by this afternoon?,0
You have been chosen to receive a free PlayStation. Click here to claim!,1
You have been selected for a free gift card worth $500! Reply YES to claim now.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Are you free this weekend? Let’s plan a trip.,0
Can you send me the presentation by next Monday?,0
Please let me know if you need any help with the marketing campaign.,0
Looking forward to our vacation next holiday!,0
Congratulations! You have won a cruise trip! Reply START to 57500 now!,1
Get rich quick! DM us for our secret trading tips.,1
You have been chosen to receive a free car. Click here to claim!,1
Thank you for your quick response.,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Can you pick up some bread on your way home?,0
We found a package addressed to you. Click here to confirm your shipping details.,1
Don’t forget to water the plants today.,0
Don’t forget about our meeting on Wednesday.,0
Please confirm your attendance for the team building event.,0
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Free PlayStation for our first 100 followers! Claim yours now.,1
Lunch was great yesterday! Let’s do it again sometime.,0
Thank you for your quick response.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
Congratulations! You have won a gym membership! Reply OK to 64122 now!,1
I’m so proud of you for getting the award.,0
Can you send me the proposal by this afternoon?,0
I’m so proud of you for getting the award.,0
Don’t forget about our meeting on Wednesday.,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Join our giveaway for a chance to win a vacation package! Like and share this post.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Let’s meet for dinner at 7:00 PM tonight.,0
Join our pyramid scheme and get rich quick! DM for details.,1
Are you free this weekend? Let’s plan a trip.,0
Exclusive deal! Buy one get one free on our tablet. Limited time offer.,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
"Want to make $10,000 per month from home? Send us a message!",1
I’ll be there in 7:00 PM.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Congratulations! You have won a laptop! Reply OK to 10197 now!,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
We should catch up over coffee sometime soon.,0
Lunch was great yesterday! Let’s do it again sometime.,0
Please let me know if you need any help with the software development project.,0
Don’t forget about our meeting on next week.,0
Want free samples? Follow us and share this post to claim.,1
Congratulations! You have won a PlayStation. Click here to claim your reward.,1
See you at the party this morning!,0
Lunch was great yesterday! Let’s do it again sometime.,0
Can you pick up some groceries on your way home?,0
Just wanted to say thank you for your help earlier.,0
I’ll be there in 6:00 PM.,0
We detected unusual activity on your account. Please update your security information immediately.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
Congratulations! You have won a laptop! Text YES to 37145 now!,1
You have been selected to receive a free iPhone. Respond now to claim.,1
Don’t forget to water the plants today.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
I’m so proud of you for getting the award.,0
Lunch was great yesterday! Let’s do it again sometime.,0
Congratulations! You have won a smartwatch! Reply OK to 65233 now!,1
We should catch up over coffee sometime soon.,0
I finished reading the book you recommended. It was excellent!,0
Congratulations! You have won a laptop. Click here to claim your reward.,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
You have been selected for a free shopping voucher! Reply YES to claim now.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Don’t forget about our meeting on next week.,0
Confirm your account information to avoid service interruption. Click here to verify.,1
Don’t forget about our meeting on Wednesday.,0
Congratulations on your new baby!,0
Confirm your account information to avoid service interruption. Click here to verify.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Let’s meet for dinner at 5:30 PM tonight.,0
Don’t forget about our meeting on Wednesday.,0
"Turn $100 into $10,000 overnight! DM for details!",1
Can you send me the presentation by tomorrow?,0
Let’s go for a walk this evening. The weather is nice.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
Low interest rates available for a limited time! Apply for a loan today.,1
I’m so proud of you for getting the award.,0
Get rich quick! DM us for our secret trading tips.,1
We should catch up over coffee sometime soon.,0
Congratulations! You have been selected to win a luxury vacation to Rome. Respond with YES to confirm.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
See you at the party this afternoon!,0
"Turn $100 into $10,000 overnight! DM for details!",1
Please confirm your attendance for the conference.,0
See you at the party this morning!,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
You have been selected for a free car! Reply YES to claim now.,1
Good luck on your midterm. You’ve got this!,0
Let’s meet for dinner at 5:30 PM tonight.,0
Can you send me the budget plan by next Monday?,0
Don’t forget to submit the project report by next Monday.,0
You have been selected to receive a free PlayStation. Respond now to claim.,1
Did you watch the game last night? It was thrilling!,0
I’ll drop by your office at 6:00 PM.,0
I finished reading the book you recommended. It was excellent!,0
Please confirm your attendance for the wedding.,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
The meeting has been moved to 9:00 AM.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Low interest rates available for a limited time! Apply for a loan today.,1
Congratulations on your certification! We are proud of you.,0
Get thousands of followers overnight! DM us for details.,1
Please review the attached presentation and let me know your feedback.,0
I’ll drop by your office at 3:00 PM.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Looking forward to our vacation next summer!,0
Lunch was great yesterday! Let’s do it again sometime.,0
Congratulations! You have been selected to win a luxury vacation to Rome. Respond with YES to confirm.,1
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
I will call you later this morning.,0
Exclusive deal! Buy one get one free on our luxury watch. Limited time offer.,1
Congratulations on your new baby!,0
Please review the attached presentation and let me know your feedback.,0
URGENT! Your mobile number has been selected to win laptop. Call 56410 now!,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Can you send me the proposal by this afternoon?,0
"Want to make $10,000 per month from home? Send us a message!",1
You have been selected to receive a free iPhone. Respond now to claim.,1
Great job on the presentation today!,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Looking forward to our vacation next month!,0
Congratulations on your new baby!,0
Win a free iPhone! Follow our page and tag two friends to enter.,1
You have been selected to receive a free gift card worth $500. Respond now to claim.,1
Get the latest fashion accessories at 80% off! Shop now!,1
I’m so proud of you for getting the award.,0
Just wanted to say thank you for your help earlier.,0
Your tax refund is pending. Submit your information here to receive it.,1
"Want to make $10,000 per month from home? Send us a message!",1
We found a package addressed to you. Click here to confirm your shipping details.,1
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Just wanted to say thank you for your help earlier.,0
Looking forward to our vacation next summer!,0
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Congratulations on your award! We are proud of you.,0
Are you free this weekend? Let’s plan a trip.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Lunch was great yesterday! Let’s do it again sometime.,0
"Hey Alex, are we meeting at 2:00 PM tomorrow?",0
The meeting has been moved to 9:00 AM.,0
Let’s meet for dinner at 5:30 PM tonight.,0
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
Don’t forget to submit the presentation by tomorrow.,0
Get thousands of followers overnight! DM us for details.,1
You have been selected to receive a free iPhone. Respond now to claim.,1
Did you watch the game last night? It was thrilling!,0
We should catch up over coffee sometime soon.,0
I’ll drop by your office at 11:00 AM.,0
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
Looking forward to our vacation next summer!,0
Lunch was great yesterday! Let’s do it again sometime.,0
You have been selected to receive a free gym membership. Respond now to claim.,1
Let’s go for a walk this afternoon. The weather is nice.,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Want free samples? Follow us and share this post to claim.,1
I can’t wait to see you!,0
Let’s meet for dinner at 7:00 PM tonight.,0
URGENT! Your mobile number has been selected to win vacation package. Call 75827 now!,1
Lunch was great yesterday! Let’s do it again sometime.,0
Confirm your account information to avoid service interruption. Click here to verify.,1
Good luck on your math exam. You’ve got this!,0
Don’t forget to water the plants today.,0
I finished reading the book you recommended. It was excellent!,0
Let’s go for a walk this evening. The weather is nice.,0
Thanks for your assistance with the presentation.,0
Are you free this weekend? Let’s plan a trip.,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Want free samples? Follow us and share this post to claim.,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Just wanted to say thank you for your help earlier.,0
Looking forward to seeing you at the team building event.,0
Let’s go for a walk this morning. The weather is nice.,0
Confirm your account information to avoid service interruption. Click here to verify.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
I can’t wait to see you!,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
The meeting has been moved to 2:00 PM.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Looking forward to seeing you at the webinar.,0
Win a free gift card worth $500! Follow our page and tag two friends to enter.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
"Turn $100 into $10,000 overnight! DM for details!",1
I will be late to the office today. Stuck in traffic.,0
Lunch was great yesterday! Let’s do it again sometime.,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
You have been chosen to receive a free shopping voucher. Click here to claim!,1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
The meeting has been moved to 1:00 PM.,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Did you watch the game last night? It was thrilling!,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
You have been selected to receive a free gift card worth $500. Respond now to claim.,1
The meeting has been moved to 5:30 PM.,0
I finished reading the book you recommended. It was excellent!,0
Please send me the notes from the meeting.,0
Looking forward to seeing you at the workshop.,0
Good luck on your science test. You’ve got this!,0
Join our giveaway for a chance to win a vacation package! Like and share this post.,1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
See you at the party this afternoon!,0
You have been selected to receive a free vacation package. Respond now to claim.,1
I’m so proud of you for getting the award.,0
Are you free this weekend? Let’s plan a trip.,0
I’ll drop by your office at 8:00 AM.,0
Congratulations on your award! We are proud of you.,0
"Want to make $10,000 per month from home? Send us a message!",1
I’m so proud of you for getting the certification.,0
Congratulations! You have won a cruise trip! Reply ACCEPT to 97690 now!,1
Let’s go for a walk this afternoon. The weather is nice.,0
Please review the attached presentation and let me know your feedback.,0
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Congratulations! You have won a gift card worth $500! Reply WIN to 99532 now!,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Low interest rates available for a limited time! Apply for a loan today.,1
Looking forward to seeing you at the wedding.,0
Congratulations! You have won a PlayStation. Click here to claim your reward.,1
Lunch was great yesterday! Let’s do it again sometime.,0
You have been awarded an exclusive membership card. Confirm your details to activate.,1
